SpeciesCode,Year,Flag,GearCode,Catch
ALB,2022,Korea Rep,LL,0
ALB,2022,Korea Rep,LL,152.783
ALB,2022,Korea Rep,LL,0
BET,2022,Korea Rep,LL,311.05962
BET,2022,Korea Rep,LL,0
BET,2022,Korea Rep,LL,111.04397
BET,2022,Korea Rep,LL,0
BET,2022,Korea Rep,LL,147.85937
BET,2022,Korea Rep,LL,0
BET,2022,Korea Rep,LL,154.09245
BET,2022,Korea Rep,LL,0
BET,2022,Korea Rep,LL,39.39858
BET,2022,Korea Rep,LL,0
BFT,2022,Korea Rep,LL,231.92692
BFT,2022,Korea Rep,LL,0
BFT,2022,Korea Rep,LL,20.34872
BFT,2022,Korea Rep,LL,0
BIL,2022,Korea Rep,LL,0.1368
BIL,2022,Korea Rep,LL,0
BIL,2022,Korea Rep,LL,0.6852
BIL,2022,Korea Rep,LL,0
BLM,2022,Korea Rep,LL,0.0252
BLM,2022,Korea Rep,LL,0
BSH,2022,Korea Rep,LL,0
BSH,2022,Korea Rep,LL,20.775
BSH,2022,Korea Rep,LL,0
BSH,2022,Korea Rep,LL,14.54
BSH,2022,Korea Rep,LL,0
BSH,2022,Korea Rep,LL,0.75
BSH,2022,Korea Rep,LL,0
BSH,2022,Korea Rep,LL,55.232
BUM,2022,Korea Rep,LL,0.4284
BUM,2022,Korea Rep,LL,0
BUM,2022,Korea Rep,LL,5.7372
BUM,2022,Korea Rep,LL,0
BUM,2022,Korea Rep,LL,3.8052
BUM,2022,Korea Rep,LL,0
BUM,2022,Korea Rep,LL,0.3312
BUM,2022,Korea Rep,LL,0
DOL,2022,Korea Rep,LL,0.912
DOL,2022,Korea Rep,LL,0
DOL,2022,Korea Rep,LL,0.663
DOL,2022,Korea Rep,LL,0
DOL,2022,Korea Rep,LL,0.018
DOL,2022,Korea Rep,LL,0
DOL,2022,Korea Rep,LL,0.072
DOL,2022,Korea Rep,LL,0
MLS,2022,Korea Rep,LL,0.2724
MLS,2022,Korea Rep,LL,0
MLS,2022,Korea Rep,LL,0.192
MLS,2022,Korea Rep,LL,0
MLS,2022,Korea Rep,LL,0.2256
MLS,2022,Korea Rep,LL,0
MOX,2022,Korea Rep,LL,2.614
MOX,2022,Korea Rep,LL,0
MOX,2022,Korea Rep,LL,1.045
MOX,2022,Korea Rep,LL,0
MOX,2022,Korea Rep,LL,0.547
MOX,2022,Korea Rep,LL,0
POA,2022,Korea Rep,LL,0.551
POA,2022,Korea Rep,LL,0
POA,2022,Korea Rep,LL,1.909
POA,2022,Korea Rep,LL,0
POA,2022,Korea Rep,LL,23.931
POA,2022,Korea Rep,LL,0
POR,2022,Korea Rep,LL,0
POR,2022,Korea Rep,LL,0.326
SAI,2022,Korea Rep,LL,1.4088
SAI,2022,Korea Rep,LL,0
SAI,2022,Korea Rep,LL,0.0168
SAI,2022,Korea Rep,LL,0
SBF,2022,Korea Rep,LL,1032.53555
SBF,2022,Korea Rep,LL,3.547
SKH,2022,Korea Rep,LL,0
SKH,2022,Korea Rep,LL,2.547
SKJ,2022,Korea Rep,LL,0.526
SKJ,2022,Korea Rep,LL,0
SKJ,2022,Korea Rep,LL,0.098
SKJ,2022,Korea Rep,LL,0
SKJ,2022,Korea Rep,LL,0.116
SKJ,2022,Korea Rep,LL,0
SKJ,2022,Korea Rep,LL,0.119
SKJ,2022,Korea Rep,LL,0
SKJ,2022,Korea Rep,LL,0.165
SKJ,2022,Korea Rep,LL,0
SMA,2022,Korea Rep,LL,0
SMA,2022,Korea Rep,LL,0.02
SMA,2022,Korea Rep,LL,0
SMA,2022,Korea Rep,LL,0.065
SSP,2022,Korea Rep,LL,0.1104
SSP,2022,Korea Rep,LL,0
SSP,2022,Korea Rep,LL,4.272
SSP,2022,Korea Rep,LL,0
SSP,2022,Korea Rep,LL,0.2028
SSP,2022,Korea Rep,LL,0
SSP,2022,Korea Rep,LL,0.8148
SSP,2022,Korea Rep,LL,0
SWO,2022,Korea Rep,LL,0.19817
SWO,2022,Korea Rep,LL,0
SWO,2022,Korea Rep,LL,4.32782
SWO,2022,Korea Rep,LL,0
SWO,2022,Korea Rep,LL,12.33309
SWO,2022,Korea Rep,LL,0
SWO,2022,Korea Rep,LL,6.372368
SWO,2022,Korea Rep,LL,0
WAH,2022,Korea Rep,LL,1.156
WAH,2022,Korea Rep,LL,0
WAH,2022,Korea Rep,LL,6.826
WAH,2022,Korea Rep,LL,0
WAH,2022,Korea Rep,LL,0.437
WAH,2022,Korea Rep,LL,0
WAH,2022,Korea Rep,LL,0.271
WAH,2022,Korea Rep,LL,0
YFT,2022,Korea Rep,LL,100.11687
YFT,2022,Korea Rep,LL,0
YFT,2022,Korea Rep,LL,262.62895
YFT,2022,Korea Rep,LL,0
YFT,2022,Korea Rep,LL,27.08045
YFT,2022,Korea Rep,LL,0
YFT,2022,Korea Rep,LL,24.85322
YFT,2022,Korea Rep,LL,0
YFT,2022,Korea Rep,LL,65.85075
YFT,2022,Korea Rep,LL,0
YFT,2022,St Vincent and Grenadines,LL,18.253
ALB,2022,St Vincent and Grenadines,LL,21.679
BET,2022,St Vincent and Grenadines,LL,567.164
SWO,2022,St Vincent and Grenadines,LL,1.557
SWO,2022,St Vincent and Grenadines,LL,75.346
WAH,2022,St Vincent and Grenadines,LL,0.773
SPF,2022,St Vincent and Grenadines,LL,0.27
SAI,2022,St Vincent and Grenadines,LL,0.125
BLM,2022,St Vincent and Grenadines,LL,0.175
YFT,2022,St Vincent and Grenadines,LL,87.472
ALB,2022,St Vincent and Grenadines,LL,0.967
BET,2022,St Vincent and Grenadines,LL,0.573
SWO,2022,St Vincent and Grenadines,LL,0.324
WAH,2022,St Vincent and Grenadines,LL,15.273
ALB,2020,Chinese Taipei,LL,761.904
ALB,2020,Chinese Taipei,LL,2787.096
ALB,2020,Chinese Taipei,LL,4536.305
ALB,2020,Chinese Taipei,LL,5314.695
ALB,2020,Chinese Taipei,LL,0
BET,2020,Chinese Taipei,LL,0
BET,2020,Chinese Taipei,LL,93.335
BET,2020,Chinese Taipei,LL,5673.556
BET,2020,Chinese Taipei,LL,103.665
BET,2020,Chinese Taipei,LL,253.046
BET,2020,Chinese Taipei,LL,7.998
BET,2020,Chinese Taipei,LL,120.557
BET,2020,Chinese Taipei,LL,2690.766
BET,2020,Chinese Taipei,LL,276.12
BET,2020,Chinese Taipei,LL,6.957
BET,2020,Chinese Taipei,LL,0
BET,2020,Chinese Taipei,LL,0
BET,2020,Chinese Taipei,LL,0
YFT,2020,Chinese Taipei,LL,0
YFT,2020,Chinese Taipei,LL,0
YFT,2020,Chinese Taipei,LL,5.717
YFT,2020,Chinese Taipei,LL,369.335
YFT,2020,Chinese Taipei,LL,5.956
YFT,2020,Chinese Taipei,LL,55.602
YFT,2020,Chinese Taipei,LL,0
YFT,2020,Chinese Taipei,LL,0
YFT,2020,Chinese Taipei,LL,34.823
YFT,2020,Chinese Taipei,LL,227.062
YFT,2020,Chinese Taipei,LL,165.249
YFT,2020,Chinese Taipei,LL,6.256
YFT,2020,Chinese Taipei,LL,0
YFT,2020,Chinese Taipei,LL,0
YFT,2020,Chinese Taipei,LL,0
YFT,2020,Chinese Taipei,LL,0
SKJ,2020,Chinese Taipei,LL,0
SKJ,2020,Chinese Taipei,LL,0
SKJ,2020,Chinese Taipei,LL,0.226
SKJ,2020,Chinese Taipei,LL,0
SKJ,2020,Chinese Taipei,LL,1.081
SKJ,2020,Chinese Taipei,LL,2.871
SKJ,2020,Chinese Taipei,LL,10.626
SKJ,2020,Chinese Taipei,LL,8.196
SKJ,2020,Chinese Taipei,LL,0
SKJ,2020,Chinese Taipei,LL,0
SKJ,2020,Chinese Taipei,LL,0
SKJ,2020,Chinese Taipei,LL,0
SWO,2020,Chinese Taipei,LL,0
SWO,2020,Chinese Taipei,LL,0
SWO,2020,Chinese Taipei,LL,1.065
SWO,2020,Chinese Taipei,LL,0
SWO,2020,Chinese Taipei,LL,0
SWO,2020,Chinese Taipei,LL,0
SWO,2020,Chinese Taipei,LL,26.457
SWO,2020,Chinese Taipei,LL,1.746
SWO,2020,Chinese Taipei,LL,56.846
SWO,2020,Chinese Taipei,LL,2.875
SWO,2020,Chinese Taipei,LL,59.632
SWO,2020,Chinese Taipei,LL,9.133
SWO,2020,Chinese Taipei,LL,0
SWO,2020,Chinese Taipei,LL,0
SWO,2020,Chinese Taipei,LL,79.315
SWO,2020,Chinese Taipei,LL,15.029
SWO,2020,Chinese Taipei,LL,216.685
SWO,2020,Chinese Taipei,LL,42.017
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0.022
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0.023
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0
WHM,2020,Chinese Taipei,LL,0.839
WHM,2020,Chinese Taipei,LL,2.943
WHM,2020,Chinese Taipei,LL,1.161
WHM,2020,Chinese Taipei,LL,0.436
BUM,2020,Chinese Taipei,LL,0
BUM,2020,Chinese Taipei,LL,0
BUM,2020,Chinese Taipei,LL,0
BUM,2020,Chinese Taipei,LL,0.153
BUM,2020,Chinese Taipei,LL,0
BUM,2020,Chinese Taipei,LL,0
BUM,2020,Chinese Taipei,LL,5.053
BUM,2020,Chinese Taipei,LL,2.471
BUM,2020,Chinese Taipei,LL,2.517
BUM,2020,Chinese Taipei,LL,0.774
BUM,2020,Chinese Taipei,LL,1.894
BUM,2020,Chinese Taipei,LL,1.156
BUM,2020,Chinese Taipei,LL,0
BUM,2020,Chinese Taipei,LL,0
BUM,2020,Chinese Taipei,LL,21.735
BUM,2020,Chinese Taipei,LL,7.327
BUM,2020,Chinese Taipei,LL,38.801
BUM,2020,Chinese Taipei,LL,9.507
SAI,2020,Chinese Taipei,LL,0
SAI,2020,Chinese Taipei,LL,0
SAI,2020,Chinese Taipei,LL,0
SAI,2020,Chinese Taipei,LL,0
SAI,2020,Chinese Taipei,LL,0
SAI,2020,Chinese Taipei,LL,0
SAI,2020,Chinese Taipei,LL,0.338
SAI,2020,Chinese Taipei,LL,0
SAI,2020,Chinese Taipei,LL,0.765
SAI,2020,Chinese Taipei,LL,0.042
SAI,2020,Chinese Taipei,LL,0.211
SAI,2020,Chinese Taipei,LL,0.115
SAI,2020,Chinese Taipei,LL,0
SAI,2020,Chinese Taipei,LL,0
SAI,2020,Chinese Taipei,LL,6.54
SAI,2020,Chinese Taipei,LL,0.246
SAI,2020,Chinese Taipei,LL,16.146
SAI,2020,Chinese Taipei,LL,1.94
SPF,2020,Chinese Taipei,LL,0
SPF,2020,Chinese Taipei,LL,0
SPF,2020,Chinese Taipei,LL,0
SPF,2020,Chinese Taipei,LL,1.247
SPF,2020,Chinese Taipei,LL,0
SPF,2020,Chinese Taipei,LL,0
SPF,2020,Chinese Taipei,LL,0
SPF,2020,Chinese Taipei,LL,1.416
SPF,2020,Chinese Taipei,LL,0.055
SPF,2020,Chinese Taipei,LL,0.316
SPF,2020,Chinese Taipei,LL,0
SPF,2020,Chinese Taipei,LL,0.985
SPF,2020,Chinese Taipei,LL,0
SPF,2020,Chinese Taipei,LL,0
SPF,2020,Chinese Taipei,LL,0.184
SPF,2020,Chinese Taipei,LL,1.344
SPF,2020,Chinese Taipei,LL,1.761
SPF,2020,Chinese Taipei,LL,1.984
SSP,2020,Chinese Taipei,LL,0
SSP,2020,Chinese Taipei,LL,0
SSP,2020,Chinese Taipei,LL,0
SSP,2020,Chinese Taipei,LL,0
SSP,2020,Chinese Taipei,LL,0
SSP,2020,Chinese Taipei,LL,0
SSP,2020,Chinese Taipei,LL,4.327
SSP,2020,Chinese Taipei,LL,0.214
SSP,2020,Chinese Taipei,LL,0.225
SSP,2020,Chinese Taipei,LL,0.087
SSP,2020,Chinese Taipei,LL,1.566
SSP,2020,Chinese Taipei,LL,0.342
SSP,2020,Chinese Taipei,LL,0
SSP,2020,Chinese Taipei,LL,0
SSP,2020,Chinese Taipei,LL,18.257
SSP,2020,Chinese Taipei,LL,0.43
SSP,2020,Chinese Taipei,LL,19.625
SSP,2020,Chinese Taipei,LL,0.83
BSH,2020,Chinese Taipei,LL,0
BSH,2020,Chinese Taipei,LL,0
BSH,2020,Chinese Taipei,LL,0
BSH,2020,Chinese Taipei,LL,2.124
BSH,2020,Chinese Taipei,LL,0
BSH,2020,Chinese Taipei,LL,0
BSH,2020,Chinese Taipei,LL,3.052
BSH,2020,Chinese Taipei,LL,4.788
BSH,2020,Chinese Taipei,LL,32.077
BSH,2020,Chinese Taipei,LL,13.598
BSH,2020,Chinese Taipei,LL,2.558
BSH,2020,Chinese Taipei,LL,15.405
BSH,2020,Chinese Taipei,LL,0
BSH,2020,Chinese Taipei,LL,0
BSH,2020,Chinese Taipei,LL,310.62
BSH,2020,Chinese Taipei,LL,51.362
BSH,2020,Chinese Taipei,LL,868.693
BSH,2020,Chinese Taipei,LL,107.249
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,0.922
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,5.309
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,1.993
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,3.526
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,0
SMA,2020,Chinese Taipei,LL,10.928
SMA,2020,Chinese Taipei,LL,1.428
SMA,2020,Chinese Taipei,LL,41.072
SMA,2020,Chinese Taipei,LL,0.599
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
POR,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0.1
BON,2020,Chinese Taipei,LL,0
BON,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
BRS,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
SSM,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0.052
LTA,2020,Chinese Taipei,LL,0
LTA,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0.01
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0
KGM,2020,Chinese Taipei,LL,0.224
KGM,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
BLT,2020,Chinese Taipei,LL,0
BLT,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
FRI,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0.06
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0.11
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,3.639
ALV,2020,Chinese Taipei,LL,0
ALV,2020,Chinese Taipei,LL,1.868
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
BTH,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0.05
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0.091
FAL,2020,Chinese Taipei,LL,0
FAL,2020,Chinese Taipei,LL,0.157
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0.104
OCS,2020,Chinese Taipei,LL,0
OCS,2020,Chinese Taipei,LL,0.17
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,0.204
PTH,2020,Chinese Taipei,LL,0
PTH,2020,Chinese Taipei,LL,1.94
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPK,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0.07
SPL,2020,Chinese Taipei,LL,0
SPL,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
SPZ,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
BFT,2020,Chinese Taipei,LL,0
ALB,2021,Chinese Taipei,LL,0
BET,2021,Chinese Taipei,LL,0
BET,2021,Chinese Taipei,LL,0
BET,2021,Chinese Taipei,LL,0
SKJ,2021,Chinese Taipei,LL,0
SKJ,2021,Chinese Taipei,LL,0
SKJ,2021,Chinese Taipei,LL,0
SKJ,2021,Chinese Taipei,LL,0
SKJ,2021,Chinese Taipei,LL,0
SKJ,2021,Chinese Taipei,LL,0
SKJ,2021,Chinese Taipei,LL,0
SKJ,2021,Chinese Taipei,LL,0
SWO,2021,Chinese Taipei,LL,0
SWO,2021,Chinese Taipei,LL,0
SWO,2021,Chinese Taipei,LL,0
SWO,2021,Chinese Taipei,LL,0
SWO,2021,Chinese Taipei,LL,0
SWO,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
WHM,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SAI,2021,Chinese Taipei,LL,0
SPF,2021,Chinese Taipei,LL,0
SPF,2021,Chinese Taipei,LL,0
SPF,2021,Chinese Taipei,LL,0
SPF,2021,Chinese Taipei,LL,0
